Job_Title,Salary,Salary_Type,Location,Website,Scrape Date
it-support-technician,"46,481",Annually,US,Zengig,30-11-2023
it-technician,"46,178",Annually,US,Zengig,30-11-2023
janitor,"26,182",Annually,US,Zengig,30-11-2023
java-developer,"1,01,060",Annually,US,Zengig,30-11-2023
javascript-developer,"86,600",Annually,US,Zengig,30-11-2023
journalist,"49,368",Annually,US,Zengig,30-11-2023
journeyman-electrician,"50,183",Annually,US,Zengig,30-11-2023
judge,"1,30,000",Annually,US,Zengig,30-11-2023
junior-accountant,"49,980",Annually,US,Zengig,30-11-2023
junior-architect,"54,593",Annually,US,Zengig,30-11-2023
junior-architectural-designer,"49,866",Annually,US,Zengig,30-11-2023
key-holder,"27,491",Annually,US,Zengig,30-11-2023
lab-technician,"39,818",Annually,US,Zengig,30-11-2023
labor-and-delivery-nurse,"59,741",Annually,US,Zengig,30-11-2023
labor-attorney,"94,475",Annually,US,Zengig,30-11-2023
laboratory-analyst,"41,585",Annually,US,Zengig,30-11-2023
laboratory-assistant,"33,600",Annually,US,Zengig,30-11-2023
landscape-architect,"57,843",Annually,US,Zengig,30-11-2023
law-firm-administrator,"59,560",Annually,US,Zengig,30-11-2023
lawyer,"80,700",Annually,US,Zengig,30-11-2023
leasing-agent,"34,053",Annually,US,Zengig,30-11-2023
leasing-consultant,"29,383",Annually,US,Zengig,30-11-2023
legal-assistant,"45,837",Annually,US,Zengig,30-11-2023
legal-clerk,"39,453",Annually,US,Zengig,30-11-2023
legal-data-entry-specialist,"28,664",Annually,US,Zengig,30-11-2023
legal-investigator,"60,093",Annually,US,Zengig,30-11-2023
legal-receptionist,"33,746",Annually,US,Zengig,30-11-2023
legal-secretary,"52,175",Annually,US,Zengig,30-11-2023
librarian,"53,413",Annually,US,Zengig,30-11-2023
licensed-practical-nurse,"44,058",Annually,US,Zengig,30-11-2023
life-coach,"49,519",Annually,US,Zengig,30-11-2023
light-industrial-worker,"33,829",Annually,US,Zengig,30-11-2023
lineman,"74,084",Annually,US,Zengig,30-11-2023
linux-engineer,"84,175",Annually,US,Zengig,30-11-2023
litigation-support-specialist,"57,851",Annually,US,Zengig,30-11-2023
lms-specialist,"59,870",Annually,US,Zengig,30-11-2023
loan-officer,"68,701",Annually,US,Zengig,30-11-2023
loan-processor,"37,033",Annually,US,Zengig,30-11-2023
logistics-coordinator,"45,678",Annually,US,Zengig,30-11-2023
logistics-manager,"71,685",Annually,US,Zengig,30-11-2023
longshoreman,"48,431",Annually,US,Zengig,30-11-2023
loss-control-specialist,"69,520",Annually,US,Zengig,30-11-2023
lpn,"44,058",Annually,US,Zengig,30-11-2023
lvn,"44,884",Annually,US,Zengig,30-11-2023
machine-learning-engineer,"1,05,093",Annually,US,Zengig,30-11-2023
machine-operator,"30,973",Annually,US,Zengig,30-11-2023
machinist,"38,469",Annually,US,Zengig,30-11-2023
mail-carrier,"54,894",Annually,US,Zengig,30-11-2023
mail-clerk,"29,423",Annually,US,Zengig,30-11-2023
mail-handler,"35,429",Annually,US,Zengig,30-11-2023
maintenance-technician,"38,249",Annually,US,Zengig,30-11-2023
management-analyst,"74,400",Annually,US,Zengig,30-11-2023
management-consultant,"90,000",Annually,US,Zengig,30-11-2023
manufacturing-engineer,"72,326",Annually,US,Zengig,30-11-2023
marine-biologist,"52,710",Annually,US,Zengig,30-11-2023
market-research-analyst,"47,180",Annually,US,Zengig,30-11-2023
marketing-analyst,"51,909",Annually,US,Zengig,30-11-2023
marketing-assistant,"36,306",Annually,US,Zengig,30-11-2023
marketing-associate,"41,456",Annually,US,Zengig,30-11-2023
marketing-coordinator,"41,123",Annually,US,Zengig,30-11-2023
marketing-director,"96,755",Annually,US,Zengig,30-11-2023
marketing-manager,"73,699",Annually,US,Zengig,30-11-2023
marketing-specialist,"49,286",Annually,US,Zengig,30-11-2023
massage-therapist,"47,814",Annually,US,Zengig,30-11-2023
master-electrician,"64,162",Annually,US,Zengig,30-11-2023
material-handler,"24,268",Annually,US,Zengig,30-11-2023
materials-manager,"71,697",Annually,US,Zengig,30-11-2023
mechanic,"46,154",Annually,US,Zengig,30-11-2023
mechanical-engineer,"75,110",Annually,US,Zengig,30-11-2023
media-buyer,"55,046",Annually,US,Zengig,30-11-2023
media-sales-representative,"52,130",Annually,US,Zengig,30-11-2023
medical-assistant,"29,085",Annually,US,Zengig,30-11-2023
medical-biller,"33,468",Annually,US,Zengig,30-11-2023
medical-coder,"35,322",Annually,US,Zengig,30-11-2023
medical-device-sales-representative,"72,356",Annually,US,Zengig,30-11-2023
medical-examiner,"98,549",Annually,US,Zengig,30-11-2023
medical-lab-technician,"38,574",Annually,US,Zengig,30-11-2023
medical-malpractice-attorney,"97,460",Annually,US,Zengig,30-11-2023
medical-receptionist,"29,192",Annually,US,Zengig,30-11-2023
medical-sales-rep,"74,165",Annually,US,Zengig,30-11-2023
medical-science-liaison,"96,744",Annually,US,Zengig,30-11-2023
medical-scribe,"29,052",Annually,US,Zengig,30-11-2023
medical-surgical-nurse,"80,500",Annually,US,Zengig,30-11-2023
medical-technologist,"61,564",Annually,US,Zengig,30-11-2023
mental-health-counselor,"50,860",Annually,US,Zengig,30-11-2023
merchandiser,"36,657",Annually,US,Zengig,30-11-2023
meteorologist,"59,288",Annually,US,Zengig,30-11-2023
microbiologist,"65,119",Annually,US,Zengig,30-11-2023
mid-level-architect,"81,702",Annually,US,Zengig,30-11-2023
midwife,"85,962",Annually,US,Zengig,30-11-2023
mobile-application-developer,"91,700",Annually,US,Zengig,30-11-2023
mobile-designer,"74,335",Annually,US,Zengig,30-11-2023
mortgage-broker,"74,488",Annually,US,Zengig,30-11-2023
mortgage-loan-officer,"68,204",Annually,US,Zengig,30-11-2023
mortgage-loan-originator,"82,161",Annually,US,Zengig,30-11-2023
mortgage-loan-processor,"42,817",Annually,US,Zengig,30-11-2023
mortgage-underwriter,"60,722",Annually,US,Zengig,30-11-2023
mortician,"55,362",Annually,US,Zengig,30-11-2023
mri-tech,"60,823",Annually,US,Zengig,30-11-2023
neonatal-nurse,"80,477",Annually,US,Zengig,30-11-2023
network-administrator,"62,095",Annually,US,Zengig,30-11-2023
network-architect,"97,731",Annually,US,Zengig,30-11-2023
network-engineer,"87,923",Annually,US,Zengig,30-11-2023
network-operations-manager,"77,336",Annually,US,Zengig,30-11-2023
neurologist,"1,45,936",Annually,US,Zengig,30-11-2023
neuropsychologist,"89,376",Annually,US,Zengig,30-11-2023
neuroscientist,"73,548",Annually,US,Zengig,30-11-2023
neurosurgeon,"2,12,227",Annually,US,Zengig,30-11-2023
news-anchor,"53,414",Annually,US,Zengig,30-11-2023
nicu-nurse,"82,148",Annually,US,Zengig,30-11-2023
night-auditor,"24,717",Annually,US,Zengig,30-11-2023
notary,"30,040",Annually,US,Zengig,30-11-2023
nuclear-engineer,"87,566",Annually,US,Zengig,30-11-2023
nuclear-medicine-technologist,"66,401",Annually,US,Zengig,30-11-2023
nurse,"62,342",Annually,US,Zengig,30-11-2023
nurse-anesthetist,"1,02,913",Annually,US,Zengig,30-11-2023
nurse-practitioner,"92,246",Annually,US,Zengig,30-11-2023
nursing-assistant,"26,367",Annually,US,Zengig,30-11-2023
nutritionist,"51,373",Annually,US,Zengig,30-11-2023
obstetrician,"1,89,741",Annually,US,Zengig,30-11-2023
occupational-therapist,"74,390",Annually,US,Zengig,30-11-2023
occupational-therapy-assistant,"51,850",Annually,US,Zengig,30-11-2023
office-administrator,"40,364",Annually,US,Zengig,30-11-2023
office-assistant,"28,552",Annually,US,Zengig,30-11-2023
office-coordinator,"33,248",Annually,US,Zengig,30-11-2023
office-manager,"51,945",Annually,US,Zengig,30-11-2023
oncologist,"1,78,755",Annually,US,Zengig,30-11-2023
operations-manager,"56,954",Annually,US,Zengig,30-11-2023
ophthalmologist,"1,87,925",Annually,US,Zengig,30-11-2023
optical-imaging-engineer,"82,100",Annually,US,Zengig,30-11-2023
optical-imaging-solutions-specialist,"40,938",Annually,US,Zengig,30-11-2023
optical-sales-representative,"39,930",Annually,US,Zengig,30-11-2023
optician,"33,152",Annually,US,Zengig,30-11-2023
optometrist,"92,250",Annually,US,Zengig,30-11-2023
oral-surgeon,"1,84,470",Annually,US,Zengig,30-11-2023
order-selector,"24,943",Annually,US,Zengig,30-11-2023
orthodontist,"1,32,856",Annually,US,Zengig,30-11-2023
orthopedic-surgeon,"2,13,748",Annually,US,Zengig,30-11-2023
outbound-customer-service-representative,"32,450",Annually,US,Zengig,30-11-2023
outside-sales-associate,"51,968",Annually,US,Zengig,30-11-2023
package-handler,"24,852",Annually,US,Zengig,30-11-2023
paleontologist,"73,692",Annually,US,Zengig,30-11-2023
paralegal,"55,992",Annually,US,Zengig,30-11-2023
paramedic,"40,613",Annually,US,Zengig,30-11-2023
paraprofessional,"27,241",Annually,US,Zengig,30-11-2023
park-ranger,"33,155",Annually,US,Zengig,30-11-2023
pathologist,"1,75,665",Annually,US,Zengig,30-11-2023
patient-access-representative,"29,894",Annually,US,Zengig,30-11-2023
patient-care-coordinator,"33,690",Annually,US,Zengig,30-11-2023
payroll-clerk,"35,982",Annually,US,Zengig,30-11-2023
payroll-manager,"64,030",Annually,US,Zengig,30-11-2023
payroll-services-sales-representative,"44,717",Annually,US,Zengig,30-11-2023
payroll-specialist,"35,982",Annually,US,Zengig,30-11-2023
pediatric-nurse,"67,195",Annually,US,Zengig,30-11-2023
pediatrician,"1,52,249",Annually,US,Zengig,30-11-2023
penetration-tester,"74,046",Annually,US,Zengig,30-11-2023
perfusionist,"97,402",Annually,US,Zengig,30-11-2023
personal-assistant,"28,849",Annually,US,Zengig,30-11-2023
personal-injury-attorney,"87,706",Annually,US,Zengig,30-11-2023
personal-shopper,"39,900",Annually,US,Zengig,30-11-2023
personal-trainer,"42,710",Annually,US,Zengig,30-11-2023
petroleum-engineer,"88,733",Annually,US,Zengig,30-11-2023
pharmaceutical-sales-representative,"72,323",Annually,US,Zengig,30-11-2023
pharmacist,"94,924",Annually,US,Zengig,30-11-2023
pharmacy-manager,"1,00,646",Annually,US,Zengig,30-11-2023
pharmacy-technician,"34,168",Annually,US,Zengig,30-11-2023
phlebotomist,"30,615",Annually,US,Zengig,30-11-2023
photographer,"44,885",Annually,US,Zengig,30-11-2023
php-developer,"79,840",Annually,US,Zengig,30-11-2023
physical-therapist,"77,852",Annually,US,Zengig,30-11-2023
physical-therapy-assistant,"49,670",Annually,US,Zengig,30-11-2023
physician,"1,47,776",Annually,US,Zengig,30-11-2023
physician-assistant,"95,514",Annually,US,Zengig,30-11-2023
picker-packer,"24,333",Annually,US,Zengig,30-11-2023
pilot,"90,614",Annually,US,Zengig,30-11-2023
pipefitter,"50,947",Annually,US,Zengig,30-11-2023
plastic-surgeon,"2,07,993",Annually,US,Zengig,30-11-2023
plumber,"50,661",Annually,US,Zengig,30-11-2023
podiatrist,"99,833",Annually,US,Zengig,30-11-2023
police-officer,"55,719",Annually,US,Zengig,30-11-2023
portfolio-manager,"88,374",Annually,US,Zengig,30-11-2023
power-plant-operations-manager,"1,32,100",Annually,US,Zengig,30-11-2023
preschool-teacher,"27,732",Annually,US,Zengig,30-11-2023
press-operator,"33,566",Annually,US,Zengig,30-11-2023
principal,"76,958",Annually,US,Zengig,30-11-2023
principal-architect,"1,05,230",Annually,US,Zengig,30-11-2023
principal-wireless-engineer,"85,552",Annually,US,Zengig,30-11-2023
private-investigator,"51,959",Annually,US,Zengig,30-11-2023
probation-officer,"38,022",Annually,US,Zengig,30-11-2023
process-engineer,"75,024",Annually,US,Zengig,30-11-2023
procurement-engineer,"66,166",Annually,US,Zengig,30-11-2023
procurement-manager,"87,197",Annually,US,Zengig,30-11-2023
product-manager,"88,349",Annually,US,Zengig,30-11-2023
production-artist,"47,736",Annually,US,Zengig,30-11-2023
production-manager,"79,294",Annually,US,Zengig,30-11-2023
production-worker,"24,430",Annually,US,Zengig,30-11-2023
professor,"71,913",Annually,US,Zengig,30-11-2023
program-analyst,"78,360",Annually,US,Zengig,30-11-2023
program-coordinator,"43,832",Annually,US,Zengig,30-11-2023
program-director,"94,246",Annually,US,Zengig,30-11-2023
program-manager,"87,372",Annually,US,Zengig,30-11-2023
programmer,"56,878",Annually,US,Zengig,30-11-2023
project-coordinator,"44,828",Annually,US,Zengig,30-11-2023
project-engineer,"85,224",Annually,US,Zengig,30-11-2023
project-manager,"77,187",Annually,US,Zengig,30-11-2023
property-manager,"53,456",Annually,US,Zengig,30-11-2023
proposal-writer,"65,991",Annually,US,Zengig,30-11-2023
provider-operations-specialist,"41,104",Annually,US,Zengig,30-11-2023
provider-relations-specialist,"31,648",Annually,US,Zengig,30-11-2023
psychiatric-nurse-practitioner,"80,149",Annually,US,Zengig,30-11-2023
psychiatrist,"1,71,940",Annually,US,Zengig,30-11-2023
psychologist,"67,763",Annually,US,Zengig,30-11-2023
public-defender,"58,006",Annually,US,Zengig,30-11-2023
public-relations-specialist,"54,361",Annually,US,Zengig,30-11-2023
purchasing-coordinator,"38,703",Annually,US,Zengig,30-11-2023
purchasing-manager,"71,176",Annually,US,Zengig,30-11-2023
python-developer,"91,586",Annually,US,Zengig,30-11-2023
qa-manager,"82,269",Annually,US,Zengig,30-11-2023
quality-analyst,"74,326",Annually,US,Zengig,30-11-2023
quality-assurance-specialist,"61,361",Annually,US,Zengig,30-11-2023
quality-assurance-tester,"58,200",Annually,US,Zengig,30-11-2023
quality-control-inspector,"35,034",Annually,US,Zengig,30-11-2023
quality-engineer,"65,038",Annually,US,Zengig,30-11-2023
quality-manager,"74,992",Annually,US,Zengig,30-11-2023
quality-technician,"45,299",Annually,US,Zengig,30-11-2023
radiation-therapist,"70,647",Annually,US,Zengig,30-11-2023
radiologic-technologist,"49,921",Annually,US,Zengig,30-11-2023
radiologist,"2,19,879",Annually,US,Zengig,30-11-2023
react-developer,"92,840",Annually,US,Zengig,30-11-2023
real-estate-agent,"56,605",Annually,US,Zengig,30-11-2023
real-estate-appraiser,"54,124",Annually,US,Zengig,30-11-2023
real-estate-attorney,"93,012",Annually,US,Zengig,30-11-2023
real-estate-broker,"48,448",Annually,US,Zengig,30-11-2023
realtor,"56,605",Annually,US,Zengig,30-11-2023
receptionist,"35,748",Annually,US,Zengig,30-11-2023
recruiter,"54,536",Annually,US,Zengig,30-11-2023
recruiting-coordinator,"41,527",Annually,US,Zengig,30-11-2023
recruiting-manager,"82,083",Annually,US,Zengig,30-11-2023
registered-behavior-technician,"35,558",Annually,US,Zengig,30-11-2023
registered-dietitian,"65,425",Annually,US,Zengig,30-11-2023
registered-nurse-(rn),"67,966",Annually,US,Zengig,30-11-2023
registration-specialist,"24,384",Annually,US,Zengig,30-11-2023
regulatory-specialist,"68,138",Annually,US,Zengig,30-11-2023
reimbursement-specialist,"38,655",Annually,US,Zengig,30-11-2023
renewable-energy-director,"1,13,800",Annually,US,Zengig,30-11-2023
report-developer,"74,570",Annually,US,Zengig,30-11-2023
research-scientist,"71,154",Annually,US,Zengig,30-11-2023
respiratory-therapist,"57,078",Annually,US,Zengig,30-11-2023
restaurant-manager,"48,460",Annually,US,Zengig,30-11-2023
restoration-technician,"37,153",Annually,US,Zengig,30-11-2023
retail-sales-associate,"24,953",Annually,US,Zengig,30-11-2023
retail-store-manager,"55,016",Annually,US,Zengig,30-11-2023
revit-technician,"38,631",Annually,US,Zengig,30-11-2023
risk-manager,"89,227",Annually,US,Zengig,30-11-2023
rust-developer,"81,399",Annually,US,Zengig,30-11-2023
sales-assistant,"30,088",Annually,US,Zengig,30-11-2023
sales-director,"85,358",Annually,US,Zengig,30-11-2023
sales-engineer,"79,991",Annually,US,Zengig,30-11-2023
sales-manager,"89,321",Annually,US,Zengig,30-11-2023
sales-representative,"52,654",Annually,US,Zengig,30-11-2023
salesforce-administrator,"74,380",Annually,US,Zengig,30-11-2023
salesforce-developer,"82,265",Annually,US,Zengig,30-11-2023
saturation-diver,"1,15,047",Annually,US,Zengig,30-11-2023
scheduler,"38,407",Annually,US,Zengig,30-11-2023
school-bus-driver,"30,077",Annually,US,Zengig,30-11-2023
school-counselor,"50,443",Annually,US,Zengig,30-11-2023
school-nurse,"50,960",Annually,US,Zengig,30-11-2023
school-psychologist,"67,039",Annually,US,Zengig,30-11-2023
scrum-master,"83,596",Annually,US,Zengig,30-11-2023
secretary,"36,444",Annually,US,Zengig,30-11-2023
security-analyst,"69,208",Annually,US,Zengig,30-11-2023
security-compliance-manager,"91,594",Annually,US,Zengig,30-11-2023
security-engineer,"84,699",Annually,US,Zengig,30-11-2023
security-guard,"29,800",Annually,US,Zengig,30-11-2023
sem-strategist,"62,777",Annually,US,Zengig,30-11-2023
senior-accountant,"70,457",Annually,US,Zengig,30-11-2023
senior-architect,"1,01,500",Annually,US,Zengig,30-11-2023
senior-architectural-designer,"80,200",Annually,US,Zengig,30-11-2023
senior-attorney,"1,20,323",Annually,US,Zengig,30-11-2023
seo-manager,"64,338",Annually,US,Zengig,30-11-2023
seo-strategist,"59,133",Annually,US,Zengig,30-11-2023
sheet-metal-mechanic,"45,066",Annually,US,Zengig,30-11-2023
shipping-and-receiving-clerk,"28,561",Annually,US,Zengig,30-11-2023
social-media-coordinator,"45,734",Annually,US,Zengig,30-11-2023
social-media-manager,"52,877",Annually,US,Zengig,30-11-2023
social-worker,"45,188",Annually,US,Zengig,30-11-2023
software-developer,"89,216",Annually,US,Zengig,30-11-2023
software-development-manager,"92,079",Annually,US,Zengig,30-11-2023
software-engineer,"86,125",Annually,US,Zengig,30-11-2023
soil-technician,"35,553",Annually,US,Zengig,30-11-2023
solar-energy-manager,"59,380",Annually,US,Zengig,30-11-2023
solar-installer,"44,200",Annually,US,Zengig,30-11-2023
solutions-architect,"97,273",Annually,US,Zengig,30-11-2023
sommelier,"43,309",Annually,US,Zengig,30-11-2023
sonographer,"67,179",Annually,US,Zengig,30-11-2023
sourcer,"43,290",Annually,US,Zengig,30-11-2023
sourcing-specialist,"34,807",Annually,US,Zengig,30-11-2023
sous-chef,"41,643",Annually,US,Zengig,30-11-2023
special-education-teacher,"51,445",Annually,US,Zengig,30-11-2023
speech-pathologist,"74,959",Annually,US,Zengig,30-11-2023
speech-therapist,"74,338",Annually,US,Zengig,30-11-2023
speech-language-pathologist,"73,567",Annually,US,Zengig,30-11-2023
sql-developer,"72,800",Annually,US,Zengig,30-11-2023
staff-accountant,"57,592",Annually,US,Zengig,30-11-2023
statistician,"76,744",Annually,US,Zengig,30-11-2023
stenographer,"33,359",Annually,US,Zengig,30-11-2023
sterile-processing-technician,"40,143",Annually,US,Zengig,30-11-2023
stock-broker,"59,308",Annually,US,Zengig,30-11-2023
stock-room-clerk,"28,630",Annually,US,Zengig,30-11-2023
stocker,"28,900",Annually,US,Zengig,30-11-2023
storage-engineer,"77,532",Annually,US,Zengig,30-11-2023
store-manager,"47,475",Annually,US,Zengig,30-11-2023
structural-engineer,"66,663",Annually,US,Zengig,30-11-2023
superintendent,"83,736",Annually,US,Zengig,30-11-2023
supply-chain-analyst,"58,558",Annually,US,Zengig,30-11-2023
supply-chain-manager,"74,775",Annually,US,Zengig,30-11-2023
surgical-assistant,"53,714",Annually,US,Zengig,30-11-2023
surgical-technologist,"44,551",Annually,US,Zengig,30-11-2023
surveyor,"56,566",Annually,US,Zengig,30-11-2023
systems-administrator,"75,684",Annually,US,Zengig,30-11-2023
systems-analyst,"64,587",Annually,US,Zengig,30-11-2023
systems-engineer,"91,933",Annually,US,Zengig,30-11-2023
talent-acquisition-specialist,"61,336",Annually,US,Zengig,30-11-2023
tattoo-artist,"48,197",Annually,US,Zengig,30-11-2023
tax-attorney,"94,117",Annually,US,Zengig,30-11-2023
teacher,"38,577",Annually,US,Zengig,30-11-2023
technical-support-advisor,"48,633",Annually,US,Zengig,30-11-2023
technical-support-specialist,"38,650",Annually,US,Zengig,30-11-2023
technical-trainer,"65,220",Annually,US,Zengig,30-11-2023
technical-writer,"65,308",Annually,US,Zengig,30-11-2023
technology-solutions-sales-representative,"65,625",Annually,US,Zengig,30-11-2023
telecommunications-administrator,"57,205",Annually,US,Zengig,30-11-2023
telecommunications-engineer,"71,483",Annually,US,Zengig,30-11-2023
telecommunications-operator,"35,745",Annually,US,Zengig,30-11-2023
telecommunications-technician,"45,630",Annually,US,Zengig,30-11-2023
telemarketer,"26,755",Annually,US,Zengig,30-11-2023
test-technician,"47,364",Annually,US,Zengig,30-11-2023
therapist,"54,379",Annually,US,Zengig,30-11-2023
travel-agent,"42,799",Annually,US,Zengig,30-11-2023
travel-nurse,"58,420",Annually,US,Zengig,30-11-2023
treasurer,"1,24,065",Annually,US,Zengig,30-11-2023
treasury-manager,"86,868",Annually,US,Zengig,30-11-2023
truck-dispatcher,"40,050",Annually,US,Zengig,30-11-2023
truck-driver,"43,985",Annually,US,Zengig,30-11-2023
tsa-agent,"32,450",Annually,US,Zengig,30-11-2023
ui-designer,"72,380",Annually,US,Zengig,30-11-2023
ui-developer,"77,994",Annually,US,Zengig,30-11-2023
ultrasound-technician,"58,305",Annually,US,Zengig,30-11-2023
underwater-welder,"43,415",Annually,US,Zengig,30-11-2023
underwriter,"59,027",Annually,US,Zengig,30-11-2023
ups-driver,"53,397",Annually,US,Zengig,30-11-2023
urologist,"1,69,495",Annually,US,Zengig,30-11-2023
utilization-management-support-coordinator,"37,983",Annually,US,Zengig,30-11-2023
ux-designer,"83,267",Annually,US,Zengig,30-11-2023
ux-developer,"86,200",Annually,US,Zengig,30-11-2023
ux-researcher,"74,827",Annually,US,Zengig,30-11-2023
ux-writer,"73,636",Annually,US,Zengig,30-11-2023
vdc-engineer,"72,449",Annually,US,Zengig,30-11-2023
verification-representative,"33,486",Annually,US,Zengig,30-11-2023
vet-assistant,"36,349",Annually,US,Zengig,30-11-2023
vet-tech,"36,312",Annually,US,Zengig,30-11-2023
veterinarian,"88,877",Annually,US,Zengig,30-11-2023
vice-president-of-administration,"1,11,600",Annually,US,Zengig,30-11-2023
vice-president-of-information-technology,"1,25,300",Annually,US,Zengig,30-11-2023
vice-president-of-sales,"92,359",Annually,US,Zengig,30-11-2023
video-game-designer,"57,101",Annually,US,Zengig,30-11-2023
video-producer,"64,216",Annually,US,Zengig,30-11-2023
virtual-reality-developer,"82,756",Annually,US,Zengig,30-11-2023
voip-engineer,"77,664",Annually,US,Zengig,30-11-2023
vp-of-sales,"92,359",Annually,US,Zengig,30-11-2023
warehouse-associate,"27,032",Annually,US,Zengig,30-11-2023
warehouse-manager,"51,124",Annually,US,Zengig,30-11-2023
wastewater-operator,"37,244",Annually,US,Zengig,30-11-2023
web-analytics-manager,"66,258",Annually,US,Zengig,30-11-2023
web-designer,"61,949",Annually,US,Zengig,30-11-2023
web-developer,"75,243",Annually,US,Zengig,30-11-2023
welder,"35,773",Annually,US,Zengig,30-11-2023
wildlife-biologist,"53,192",Annually,US,Zengig,30-11-2023
wind-turbine-technician,"46,029",Annually,US,Zengig,30-11-2023
wordpress-developer,"59,845",Annually,US,Zengig,30-11-2023
x-ray-tech,"50,044",Annually,US,Zengig,30-11-2023
zookeeper,"33,951",Annually,US,Zengig,30-11-2023
zoologist,"63,515",Annually,US,Zengig,30-11-2023
